Artist,type,number
Németh Ilona,prestige_Top10%_rank,893.0
Gerhes Gábor,prestige_Top10%_rank,886.0
Kepes György,prestige_Top10%_rank,872.0
Tót Endre,prestige_Top10%_rank,905.0
Reigl Judit,prestige_Top10%_rank,876.0
Koronczi Endre,prestige_Top10%_rank,885.0
Németh Hajnal,prestige_Top10%_rank,891.0
Várnai Gyula,prestige_Top10%_rank,887.0
J. Bartusz György,prestige_Top10%_rank,900.0
Yona Friedman,prestige_Top10%_rank,892.0
Haász István,prestige_Top10%_rank,884.0
Halász Károly,prestige_Top10%_rank,874.0
Erdély Miklós,prestige_Top10%_rank,889.0
Fajó János,prestige_Top10%_rank,877.0
Gerber Pál,prestige_Top10%_rank,869.0
Csiszér Zsuzsi,prestige_Top10%_rank,881.0
Lakner Antal,prestige_Top10%_rank,871.0
Gellér B. Istvan,prestige_Top10%_rank,852.0
St. Auby Tamás,prestige_Top10%_rank,875.0
Kovács Attila,prestige_Top10%_rank,859.0
Kicsiny Balázs,prestige_Top10%_rank,843.0
Hencze Tamás,prestige_Top10%_rank,870.0
Hajas Tibor,prestige_Top10%_rank,880.0
Eperjesi Ágnes,prestige_Top10%_rank,878.0
feLugossy László,prestige_Top10%_rank,851.0
Jovánovics György,prestige_Top10%_rank,861.0
Kocsis Imre,prestige_Top10%_rank,857.0
Gáyor Tibor,prestige_Top10%_rank,865.0
Csontó Lajos,prestige_Top10%_rank,866.0
aatoth franyo,prestige_Top10%_rank,825.0
Kaszás Tamás,prestige_Top10%_rank,882.0
Ilona Keserü Ilona,prestige_Top10%_rank,849.0
Dénes Ágnes,prestige_Top10%_rank,879.0
Beöthy Balázs,prestige_Top10%_rank,860.0
Harasztÿ István,prestige_Top10%_rank,863.0
Korniss Dezső,prestige_Top10%_rank,855.0
Kerekes Gabor,prestige_Top10%_rank,864.0
Szurcsik József,prestige_Top10%_rank,828.0
Szilágyi Lenke,prestige_Top10%_rank,810.0
Nicolas Schöffer,prestige_Top10%_rank,873.0
Szotyory László,prestige_Top10%_rank,841.0
Böröcz András,prestige_Top10%_rank,807.0
Galántai György,prestige_Top10%_rank,837.0
Agnes von Uray,prestige_Top10%_rank,846.0
Kádár Katalin,prestige_Top10%_rank,826.0
Puklus Péter,prestige_Top10%_rank,868.0
Kokesch Ádám,prestige_Top10%_rank,856.0
Gyenis Tibor,prestige_Top10%_rank,850.0
Bálint Endre,prestige_Top10%_rank,788.0
Klimó Károly,prestige_Top10%_rank,770.0
Szabados Árpád,prestige_Top10%_rank,745.0
Koncz András,prestige_Top10%_rank,829.0
Szabó Dezső,prestige_Top10%_rank,844.0
Újházi Péter,prestige_Top10%_rank,804.0
Kelemen Károly,prestige_Top10%_rank,821.0
Király András,prestige_Top10%_rank,840.0
Körösényi Tamás,prestige_Top10%_rank,780.0
Ősz Gábor,prestige_Top10%_rank,820.0
Elekes Károly,prestige_Top10%_rank,827.0
Záborszky Gábor,prestige_Top10%_rank,797.0
Lovas Ilona,prestige_Top10%_rank,834.0
Szíj Kamilla,prestige_Top10%_rank,853.0
Barabás Márton,prestige_Top10%_rank,782.0
Esterházy Marcell,prestige_Top10%_rank,845.0
Gaál József,prestige_Top10%_rank,811.0
Tibor Zsolt,prestige_Top10%_rank,854.0
Mulasics László,prestige_Top10%_rank,769.0
Herman Levente,prestige_Top10%_rank,839.0
ef Zámbó István,prestige_Top10%_rank,777.0
Baranyay András,prestige_Top10%_rank,835.0
Benczúr Emese,prestige_Top10%_rank,858.0
Kemény Zoltán,prestige_Top10%_rank,760.0
Győrffy László,prestige_Top10%_rank,862.0
Rozsda Endre,prestige_Top10%_rank,775.0
Asztalos Zsolt,prestige_Top10%_rank,831.0
Lugossy Mária,prestige_Top10%_rank,660.0
Roskó Gábor,prestige_Top10%_rank,812.0
Erdélyi Gábor,prestige_Top10%_rank,836.0
Palkó Tibor,prestige_Top10%_rank,778.0
Saxon-Szász János,prestige_Top10%_rank,830.0
Cseke Szilard,prestige_Top10%_rank,832.0
Komoróczky Tamás,prestige_Top10%_rank,848.0
Jovián György,prestige_Top10%_rank,784.0
Ország Lili,prestige_Top10%_rank,789.0
Keserue Zsolt,prestige_Top10%_rank,816.0
Nagy Kriszta,prestige_Top10%_rank,824.0
Károlyi Zsigmond,prestige_Top10%_rank,823.0
Iski Kocsis Tibor,prestige_Top10%_rank,813.0
Fischer Judit,prestige_Top10%_rank,806.0
Pál Csaba,prestige_Top10%_rank,847.0
Gyarmathy Tihamér,prestige_Top10%_rank,739.0
Erhardt Miklos,prestige_Top10%_rank,817.0
Kudász Gábor Arion,prestige_Top10%_rank,776.0
Megyik János,prestige_Top10%_rank,794.0
Horváth Tibor,prestige_Top10%_rank,842.0
Csiky Tibor,prestige_Top10%_rank,786.0
Konkoly Gyula,prestige_Top10%_rank,795.0
Rácmolnár Sándor,prestige_Top10%_rank,781.0
Ádám Zoltán,prestige_Top10%_rank,738.0
Csurka Eszter,prestige_Top10%_rank,805.0
Perneczky Géza,prestige_Top10%_rank,802.0
Swierkiewicz Róbert,prestige_Top10%_rank,729.0
Bohus Zoltán,prestige_Top10%_rank,662.0
Paizs László,prestige_Top10%_rank,779.0
Hámos Gusztáv,prestige_Top10%_rank,838.0
Vécsei Júlia,prestige_Top10%_rank,808.0
Deim Pál,prestige_Top10%_rank,787.0
Fodor Dániel János,prestige_Top10%_rank,833.0
Mengyán András,prestige_Top10%_rank,785.0
Lantos Ferenc,prestige_Top10%_rank,740.0
Drozdik Orsolya,prestige_Top10%_rank,595.0
Lengyel András,prestige_Top10%_rank,761.0
Szabics Ágnes,prestige_Top10%_rank,768.0
Szegedy-Maszák Zoltán,prestige_Top10%_rank,801.0
Várnagy Tibor,prestige_Top10%_rank,754.0
Mátrai Erik,prestige_Top10%_rank,814.0
Pauer Gyula,prestige_Top10%_rank,783.0
Drozsnyik István,prestige_Top10%_rank,651.0
Keserü Károly,prestige_Top10%_rank,809.0
Csáji Attila,prestige_Top10%_rank,666.0
Koroknai Zsolt,prestige_Top10%_rank,815.0
Ladik Katalin,prestige_Top10%_rank,822.0
Tarr Hajnalka,prestige_Top10%_rank,791.0
Kis Róka Csaba,prestige_Top10%_rank,774.0
Nagy Gábor,prestige_Top10%_rank,528.0
Csákány István,prestige_Top10%_rank,803.0
Molnár Sándor,prestige_Top10%_rank,746.0
Sóváradi Valéria,prestige_Top10%_rank,762.0
Türk Péter,prestige_Top10%_rank,756.0
Bernát András,prestige_Top10%_rank,735.0
Baglyas Erika,prestige_Top10%_rank,765.0
Kopasz Tamás,prestige_Top10%_rank,734.0
Szabó Éva Eszter,prestige_Top10%_rank,818.0
Samu Géza,prestige_Top10%_rank,577.0
Hetey Katalin,prestige_Top10%_rank,649.0
Szarka Péter,prestige_Top10%_rank,659.0
Batykó Róbert,prestige_Top10%_rank,790.0
Gulyás Gyula,prestige_Top10%_rank,707.0
Haász Ágnes,prestige_Top10%_rank,721.0
Ménesi Attila,prestige_Top10%_rank,755.0
Vető Orsolya Lia,prestige_Top10%_rank,819.0
Szalay Lajos,prestige_Top10%_rank,673.0
Szász Sándor,prestige_Top10%_rank,796.0
Forgács Péter,prestige_Top10%_rank,603.0
Rónai Péter,prestige_Top10%_rank,187.0
Szombathy Bálint,prestige_Top10%_rank,748.0
Várnagy Ildikó,prestige_Top10%_rank,658.0
Szörényi Beatrix,prestige_Top10%_rank,772.0
Széchy Beáta,prestige_Top10%_rank,604.0
Aknay János,prestige_Top10%_rank,719.0
Csáki László,prestige_Top10%_rank,757.0
Csoszó Gabriella,prestige_Top10%_rank,751.0
Gál Andras,prestige_Top10%_rank,800.0
Jovánovics Tamás,prestige_Top10%_rank,736.0
Kovács Péter,prestige_Top10%_rank,489.0
Kecskés Péter,prestige_Top10%_rank,713.0
Uglár Csaba,prestige_Top10%_rank,695.0
Imre Mariann,prestige_Top10%_rank,752.0
Barcsay Jenő,prestige_Top10%_rank,693.0
Kőnig Frigyes,prestige_Top10%_rank,678.0
Anna Mark,prestige_Top10%_rank,115.0
Kovács Péter Balázs [kpb],prestige_Top10%_rank,650.0
Ember Sári,prestige_Top10%_rank,798.0
Herendi Péter,prestige_Top10%_rank,716.0
Schéner Mihály,prestige_Top10%_rank,668.0
Féner Tamás,prestige_Top10%_rank,347.0
Kovács Endre,prestige_Top10%_rank,588.0
Káldi Katalin,prestige_Top10%_rank,696.0
François Fiedler,prestige_Top10%_rank,799.0
Tölg-Molnár Zoltán,prestige_Top10%_rank,578.0
Attalai Gábor,prestige_Top10%_rank,759.0
Köves Éva,prestige_Top10%_rank,637.0
Kalmár János,prestige_Top10%_rank,731.0
Fabricius Anna,prestige_Top10%_rank,793.0
Fátyol Viola,prestige_Top10%_rank,792.0
Földi Péter,prestige_Top10%_rank,557.0
Soós Tamas,prestige_Top10%_rank,545.0
Szabó Ádám,prestige_Top10%_rank,763.0
Csáky Marianne,prestige_Top10%_rank,766.0
Matzon Ákos,prestige_Top10%_rank,648.0
Baranyai Levente,prestige_Top10%_rank,744.0
Braun András,prestige_Top10%_rank,633.0
Valkó László,prestige_Top10%_rank,655.0
Vilt Tibor,prestige_Top10%_rank,699.0
Jakatics-Szabó Veronika,prestige_Top10%_rank,764.0
Solti Gizella,prestige_Top10%_rank,664.0
Péreli Zsuzsa,prestige_Top10%_rank,558.0
Sejben Lajos,prestige_Top10%_rank,542.0
Előd Ágnes,prestige_Top10%_rank,613.0
Kis Varsó,prestige_Top10%_rank,706.0
Kósa János,prestige_Top10%_rank,725.0
Halász Péter Tamás,prestige_Top10%_rank,732.0
Czene Márta,prestige_Top10%_rank,767.0
Schmal Károly,prestige_Top10%_rank,679.0
Ottó László,prestige_Top10%_rank,771.0
Július Gyula,prestige_Top10%_rank,628.0
Gyémánt László,prestige_Top10%_rank,427.0
